student_id,term,attendance_rate,attendance_count,behavior_count,behavior_severity_score,quiz_score,mid_score,final_score,quiz_max,mid_max,final_max,previous_grade,current_grade,decline
1275,2025 Term 2,0.61,18,0,0.0,1.42,26.52,41.68,10,30,60,71.7,69.93,0
1276,2024 Term 2,1.0,24,0,0.0,10,28.29,48.75,10,40,50,91.98,79.0,1
1277,2025 Term 2,0.72,18,3,2.19,6.5,24.62,31.5,10,40,50,60.28,67.15,1
1278,2024 Term 2,0.8,20,0,0.0,7.78,16.88,45.82,15,25,60,71.29,61.46,1
1279,2024 Term 2,0.81,21,1,0.66,7.39,25,46.39,15,25,60,71.09,74.9,0
1280,2024 Term 3,0.67,21,2,1.53,7.26,13.65,31.94,15,25,60,54.4,43.32,1
1281,2024 Term 2,0.5,18,4,2.17,15,21.42,28.29,15,25,60,67.22,58.97,1
1282,2023 Term 1,0.79,24,3,1.63,1.87,22.46,47.84,10,30,60,75.33,76.79,1
1283,2023 Term 1,0.7,23,4,2.5,15,20.59,43.69,15,25,60,86.81,77.95,1
1284,2023 Term 3,1.0,21,0,0.0,0.82,25.19,47.97,10,30,60,75.81,76.88,0
1285,2024 Term 3,0.87,23,0,0.0,15,15.26,41.66,15,25,60,72.34,67.76,0
1286,2023 Term 2,0.6,20,4,1.76,10.0,25.92,36.28,20,30,50,71.19,72.43,1
1287,2025 Term 2,0.87,23,5,3.0,14.51,12.65,41.26,15,25,60,63.23,63.33,0
1288,2024 Term 2,0.95,19,5,3.0,10,31.19,35.46,10,40,50,71.56,71.74,0
1289,2024 Term 1,0.83,23,3,1.37,3.11,20,45.16,10,20,70,74.44,59.69,1
1290,2024 Term 3,0.9,21,1,0.5,5.56,19.92,59.62,10,20,70,77.87,82.11,0
1291,2025 Term 1,0.68,19,3,1.62,0.35,26.63,40.2,10,40,50,69.6,68.17,1
1292,2023 Term 3,1.0,21,2,0.82,20,18.31,34.51,20,30,50,70.83,74.53,0
1293,2025 Term 3,0.67,18,4,3.0,4.91,14.17,44.0,10,20,70,62.03,53.94,1
1294,2024 Term 3,0.79,19,5,3.0,5.8,12.87,33.5,15,25,60,44.96,51.32,1
1295,2025 Term 2,0.89,19,0,0.0,20,26.26,40.5,20,30,50,80.31,80.07,0
1296,2024 Term 2,0.83,18,2,1.43,7.1,31.35,29.02,10,40,50,68.18,60.43,0
1297,2025 Term 1,0.8,20,0,0.0,4.11,36.32,40.66,10,40,50,75.51,82.23,0
1298,2023 Term 2,0.61,18,4,2.26,4.94,9.35,35.17,15,25,60,49.82,54.91,1
1299,2025 Term 2,0.82,22,2,0.86,7.56,20,58.12,10,20,70,88.52,85.6,0
1000,2023 Term 2,0.83,24,1,0.79,1.61,21.71,54.36,10,30,60,76.65,83.64,0
1001,2023 Term 3,0.75,24,2,1.53,0.38,14.76,49.83,10,20,70,70.68,63.29,0
1002,2023 Term 1,0.62,24,4,2.44,0,19.65,31.9,10,40,50,52.87,56.99,1
1003,2023 Term 2,0.78,18,2,1.49,20,17.98,38.26,20,30,50,77.39,73.81,0
1004,2023 Term 3,0.8,20,4,2.57,0,31.91,30.04,10,40,50,57.75,63.88,0
1005,2024 Term 2,0.9,20,2,1.05,10,33.29,46.88,10,40,50,85.82,84.98,0
1006,2025 Term 2,0.67,24,2,1.38,12.56,12.68,35.73,15,25,60,66.15,62.83,0
1007,2025 Term 3,0.92,24,4,2.87,3.8,13.75,41.22,10,20,70,64.39,62.84,0
1008,2023 Term 1,0.89,19,0,0.0,0.98,30.73,35.43,10,40,50,65.03,64.57,0
1009,2025 Term 1,1.0,23,1,0.55,11.48,25,48.89,15,25,60,86.19,80.88,0
1010,2024 Term 2,0.74,23,2,0.82,1.92,15.63,59.54,10,20,70,82.8,77.45,0
1011,2024 Term 1,0.6,20,4,1.63,6.07,7.82,39.51,10,20,70,58.21,46.98,1
1012,2024 Term 2,0.7,23,3,2.27,12.27,15.45,28.76,20,30,50,56.81,56.46,1
1013,2023 Term 2,0.67,18,4,2.64,5.81,18.06,36.81,15,25,60,58.06,55.1,1
1014,2024 Term 3,0.83,24,5,3.0,7.99,19.71,27.78,20,30,50,48.39,59.2,0
1015,2025 Term 1,0.87,23,5,2.05,10,24.97,33.96,10,40,50,67.14,59.5,0
1016,2024 Term 1,0.7,20,5,3.0,10,26.81,30.63,10,40,50,72.97,70.89,1
1017,2025 Term 3,0.89,19,3,1.35,18.59,23.31,44.9,20,30,50,93.95,91.19,0
1018,2023 Term 2,0.84,19,5,3.0,10,23.72,28.29,10,40,50,58.71,65.63,0
1019,2025 Term 2,0.44,18,4,3.0,4.88,6.36,30.4,10,20,70,44.53,40.12,1
1020,2025 Term 1,0.61,18,1,0.8,12.41,21.76,41.97,20,30,50,75.46,71.2,0
1021,2023 Term 3,0.88,24,2,1.3,4.5,16.28,44.08,10,30,60,60.21,67.24,0
1022,2023 Term 3,0.71,21,1,0.65,5.76,35.73,34.42,10,40,50,68.51,69.1,0
1023,2024 Term 3,0.67,18,1,0.41,9.33,11.09,54.62,10,20,70,72.55,67.1,0
1024,2025 Term 1,0.73,22,1,0.43,4.25,12.02,56.43,10,20,70,74.24,68.11,0
1025,2023 Term 3,0.75,20,1,0.47,0,26.2,46.3,10,40,50,67.88,62.85,0
1026,2025 Term 3,0.89,19,5,3.0,4.67,15.3,51.57,10,20,70,73.51,71.04,0
1027,2023 Term 1,1.0,23,0,0.0,7.61,28.73,38.05,10,40,50,77.62,67.68,1
1028,2023 Term 1,0.85,20,5,3.0,11.52,11.3,45.25,15,25,60,61.75,69.57,0
1029,2023 Term 2,1.0,20,3,1.44,10,27.98,55.2,10,30,60,90.91,89.74,0
1030,2023 Term 3,0.61,18,1,0.68,4.28,21.0,38.04,10,40,50,69.83,66.68,0
1031,2025 Term 2,0.79,19,0,0.0,10,17.76,54.31,10,20,70,89.71,76.3,1
1032,2023 Term 1,0.61,18,0,0.0,19.49,19.37,40.94,20,30,50,73.32,81.93,0
1033,2023 Term 1,0.61,18,5,3.0,9.38,16.62,31.34,20,30,50,63.4,48.83,1
1034,2024 Term 3,0.84,19,3,2.35,19.06,23.19,33.83,20,30,50,74.83,80.26,0
1035,2023 Term 3,0.94,18,1,0.44,11.87,21.22,47.49,15,25,60,82.36,83.05,0
1036,2023 Term 1,0.75,24,3,2.3,10,12.37,38.34,10,20,70,63.19,50.91,1
1037,2025 Term 3,0.62,24,5,3.0,12.03,20.22,31.43,20,30,50,62.61,65.31,1
1038,2025 Term 2,0.6,20,1,0.74,15,18.91,32.79,15,25,60,73.65,64.79,1
1039,2025 Term 2,0.83,24,0,0.0,11.83,30,31.86,20,30,50,69.25,73.98,0
1040,2025 Term 1,0.96,24,3,1.73,10.44,23.78,44.14,15,25,60,72.26,76.32,0
1041,2023 Term 1,0.67,18,0,0.0,10,19.1,60.91,10,20,70,92.21,94.25,0
1042,2025 Term 3,0.58,19,2,1.09,10,18.21,43.84,10,20,70,76.33,71.65,0
1043,2024 Term 3,0.87,23,0,0.0,0.15,22.3,51.07,10,30,60,78.32,72.28,0
1044,2024 Term 3,1.0,23,1,0.6,1.91,34.35,35.38,10,40,50,78.52,67.93,1
1045,2025 Term 2,0.71,24,5,2.68,0,27.03,34.55,10,40,50,55.55,65.85,1
1046,2025 Term 2,0.65,23,1,0.79,7.54,7.79,57.22,10,20,70,77.97,70.28,0
1047,2025 Term 3,0.79,24,1,0.69,1.18,24.78,47.06,10,30,60,70.17,77.12,0
1048,2025 Term 1,0.73,22,2,1.12,20,20.73,29.05,20,30,50,68.38,70.98,0
1049,2025 Term 3,0.5,20,2,1.37,11.59,11.6,40.13,15,25,60,59.97,58.84,0
1050,2023 Term 3,0.74,23,4,2.47,16.34,23.11,33.55,20,30,50,74.32,78.08,1
1051,2025 Term 1,0.61,23,2,1.5,10,26.64,24.35,10,40,50,55.32,61.71,0
1052,2024 Term 1,0.65,20,2,1.35,10,22.99,36.96,10,30,60,74.01,60.47,1
1053,2025 Term 2,0.56,18,1,0.7,8.47,17.23,46.32,15,25,60,75.16,73.11,0
1054,2023 Term 1,0.71,21,5,2.63,2.33,19.2,32.55,15,25,60,59.98,57.85,1
1055,2025 Term 2,0.88,24,4,2.47,5.5,20.41,35.91,15,25,60,61.0,67.56,0
1056,2023 Term 2,0.74,19,0,0.0,4.19,27.58,32.5,10,40,50,69.81,54.36,1
1057,2025 Term 2,0.96,23,1,0.77,4.81,25,50.05,15,25,60,82.45,77.71,0
1058,2025 Term 3,0.9,20,4,1.95,7.55,25.68,37.22,10,30,60,71.14,66.9,0
1059,2024 Term 3,0.84,19,2,1.09,10,24.08,44.4,10,30,60,79.46,80.51,0
1060,2023 Term 1,0.61,18,3,1.49,15,12.88,31.23,15,25,60,65.28,55.21,1
1061,2023 Term 2,0.71,21,5,2.57,14.67,14.11,43.52,15,25,60,71.43,63.0,1
1062,2024 Term 1,0.8,20,0,0.0,12.38,21.53,42.19,15,25,60,78.17,69.51,1
1063,2025 Term 1,0.96,24,4,2.93,9.26,33.82,39.02,10,40,50,76.56,79.45,0
1064,2024 Term 3,1.0,18,0,0.0,17.93,26.55,37.6,20,30,50,78.22,78.29,0
1065,2025 Term 1,0.9,21,3,2.01,2.89,21.07,35.31,15,25,60,63.21,50.0,1
1066,2023 Term 2,0.8,20,2,1.43,16.08,18.5,43.61,20,30,50,76.29,81.34,0
1067,2023 Term 1,0.76,21,1,0.45,10,35.11,34.08,10,40,50,81.33,73.96,0
1068,2024 Term 3,0.56,18,1,0.45,8.12,12.43,49.54,10,20,70,63.45,63.45,0
1069,2024 Term 3,0.63,19,1,0.46,9.03,18.02,36.02,10,30,60,65.81,62.15,0
1070,2023 Term 1,0.58,24,3,1.97,2.91,6.45,36.55,10,20,70,49.52,43.71,1
1071,2024 Term 3,0.9,20,0,0.0,10,13.85,56.51,10,20,70,82.22,75.25,0
1072,2023 Term 3,0.73,22,2,1.57,0,17.16,36.42,10,30,60,57.42,50.56,0
1073,2024 Term 3,0.63,19,3,1.76,17.42,19.35,25.51,20,30,50,64.61,53.59,1
1074,2024 Term 2,0.71,24,4,1.91,10,18.84,53.02,10,20,70,83.97,84.86,1
1075,2025 Term 1,0.79,24,0,0.0,15,20.23,49.99,15,25,60,79.6,81.5,0
1076,2024 Term 2,0.63,19,4,1.74,13.07,21.84,38.86,20,30,50,78.67,73.59,1
1077,2023 Term 3,0.79,24,3,1.39,15,20.17,51.47,15,25,60,90.41,84.38,1
1078,2024 Term 3,0.78,18,1,0.43,10.99,25.24,38.45,20,30,50,79.34,70.89,1
1079,2025 Term 2,0.89,18,0,0.0,14.39,17.25,53.37,15,25,60,86.27,84.13,0
1080,2025 Term 1,0.78,23,4,2.65,6.78,11.3,52.94,10,20,70,71.28,66.67,1
1081,2024 Term 3,0.57,21,4,1.61,5.44,15.43,38.69,10,30,60,56.05,51.96,1
1082,2023 Term 3,0.8,20,5,2.46,16.86,19.75,32.97,20,30,50,64.95,62.16,0
1083,2025 Term 1,0.94,18,1,0.63,2.16,24.19,55.06,10,30,60,75.76,74.07,0
1084,2023 Term 3,0.68,22,4,2.62,19.62,14.72,33.07,20,30,50,66.95,65.12,1
1085,2024 Term 1,0.71,24,1,0.72,9.24,21.96,37.64,10,30,60,71.81,73.6,0
1086,2023 Term 2,0.68,19,1,0.44,7.68,27.69,47.24,10,30,60,87.83,82.3,0
1087,2023 Term 3,0.62,21,0,0.0,11.09,13.05,43.84,15,25,60,62.07,67.64,0
1088,2023 Term 1,0.67,24,4,2.27,9.54,11.76,52.52,10,20,70,73.53,76.12,1
1089,2024 Term 3,0.55,22,0,0.0,13.93,17.71,42.21,20,30,50,70.38,77.88,0
1090,2025 Term 1,0.95,20,5,3.0,8.1,8.35,39.08,10,20,70,58.0,56.53,0
1091,2024 Term 3,0.9,21,1,0.57,7.93,24.76,46.11,15,25,60,76.65,73.21,0
1092,2025 Term 1,0.83,24,4,2.85,1.42,27.09,32.53,10,40,50,68.86,60.28,1
1093,2025 Term 1,0.96,23,5,2.46,0.75,21.57,48.05,10,30,60,75.18,70.19,0
1094,2023 Term 1,0.84,19,0,0.0,10,31.18,32.25,10,40,50,68.98,64.71,0
1095,2023 Term 1,0.74,23,4,2.65,16.18,20.55,40.0,20,30,50,81.85,76.97,1
1096,2025 Term 2,0.72,18,2,0.96,10.94,20.73,45.15,15,25,60,79.6,72.58,0
1097,2023 Term 1,0.89,19,3,1.62,5.85,25.24,28.08,10,40,50,62.43,63.88,0
1098,2025 Term 3,0.55,20,4,2.16,7.76,24.69,29.54,20,30,50,60.45,52.06,1
1099,2023 Term 3,0.81,21,4,1.72,11.58,15.85,35.59,20,30,50,59.14,61.63,0
1100,2024 Term 2,0.74,23,4,2.37,10,26.06,38.47,10,30,60,73.9,73.92,1
1101,2023 Term 1,0.9,21,0,0.0,10,20.82,45.88,10,30,60,83.99,74.96,1
1102,2023 Term 1,0.65,23,1,0.51,9.97,33.28,28.34,10,40,50,78.49,69.21,1
1103,2024 Term 3,0.68,19,1,0.78,7.13,17.25,47.14,10,30,60,77.48,64.83,1
1104,2024 Term 1,0.79,24,2,0.92,1.33,8.92,60.07,10,20,70,70.2,60.43,1
1105,2025 Term 3,0.5,18,2,1.3,10,30.73,33.09,10,40,50,70.22,66.75,0
1106,2025 Term 3,0.8,20,4,1.81,15,17.18,42.7,15,25,60,74.92,71.18,0
1107,2023 Term 3,0.81,21,3,1.58,0,10.23,51.44,10,20,70,58.88,61.47,0
1108,2024 Term 2,0.68,19,1,0.51,8.42,13.79,42.34,15,25,60,63.26,66.59,0
1109,2024 Term 3,0.79,24,3,1.42,10,24.08,48.62,10,30,60,86.23,85.57,1
1110,2025 Term 3,0.57,21,1,0.46,6.55,14.08,40.47,10,30,60,55.25,65.39,0
1111,2025 Term 3,0.68,22,3,1.56,15,10.57,33.34,15,25,60,53.52,52.36,1
1112,2024 Term 2,0.71,21,3,2.09,10.95,20.6,40.7,20,30,50,68.37,62.57,1
1113,2023 Term 2,0.5,20,1,0.63,4.82,20.64,37.5,15,25,60,65.73,60.76,0
1114,2025 Term 2,0.61,18,2,1.17,10,22.2,48.18,10,30,60,79.13,80.18,0
1115,2025 Term 1,1.0,24,1,0.54,13.53,21.77,36.96,20,30,50,74.57,66.6,0
1116,2025 Term 2,0.67,24,5,3.0,4.63,19.61,21.47,10,40,50,49.35,46.3,1
1117,2023 Term 2,0.79,19,0,0.0,8.64,24.85,37.5,10,40,50,75.23,62.32,1
1118,2024 Term 2,0.95,22,5,3.0,3.8,23.86,30.37,10,40,50,60.05,50.13,1
1119,2023 Term 3,0.89,18,2,1.49,10,30.27,33.03,10,40,50,72.42,78.81,0
1120,2025 Term 3,0.58,19,3,1.96,8.35,17.61,38.17,15,25,60,70.67,61.84,1
1121,2024 Term 1,0.88,24,2,1.09,9.68,15.93,38.39,20,30,50,68.13,56.18,1
1122,2024 Term 2,0.81,21,5,3.0,3.22,29.44,37.51,10,40,50,71.72,72.92,0
1123,2025 Term 3,0.8,20,4,2.3,1.36,23.57,38.52,10,30,60,61.5,57.66,0
1124,2025 Term 1,0.78,23,4,2.89,9.34,22.59,37.53,20,30,50,68.07,73.12,1
1125,2023 Term 3,0.89,19,5,2.91,3.07,28.58,27.96,10,40,50,51.92,50.4,0
1126,2025 Term 3,0.94,18,2,1.02,10,27.5,32.76,10,40,50,70.16,65.73,0
1127,2024 Term 2,0.62,24,2,1.17,4.06,18.36,55.55,10,20,70,70.87,80.38,0
1128,2023 Term 2,0.82,22,1,0.76,20,27.34,31.1,20,30,50,82.73,72.42,1
1129,2025 Term 2,0.74,19,1,0.58,7.77,20,51.52,10,20,70,82.19,74.28,0
1130,2024 Term 3,0.74,19,5,3.0,3.28,15.29,33.7,15,25,60,50.04,43.1,1
1131,2024 Term 1,0.78,18,2,0.81,16.23,20.85,32.55,20,30,50,77.13,68.93,1
1132,2025 Term 2,0.78,23,2,1.42,1.65,15.67,44.92,10,30,60,69.13,68.19,0
1133,2023 Term 1,0.83,18,5,3.0,0.5,9.24,54.1,10,20,70,68.46,65.95,0
1134,2025 Term 2,0.96,23,5,2.76,3.01,14.55,45.72,10,30,60,64.22,61.96,0
1135,2025 Term 2,0.74,19,4,2.16,3.05,31.2,40.66,10,40,50,75.78,66.01,1
1136,2023 Term 3,0.81,21,4,2.19,10,13.75,52.05,10,20,70,81.93,75.72,0
1137,2024 Term 3,0.79,24,2,1.38,15,13.61,46.38,15,25,60,79.24,67.46,1
1138,2024 Term 2,0.75,20,0,0.0,0.45,20,48.47,10,20,70,61.42,60.63,0
1139,2024 Term 1,0.78,18,5,3.0,6.75,28.18,27.31,10,40,50,60.1,61.94,1
1140,2023 Term 2,0.78,18,0,0.0,5.61,19.09,61.91,10,20,70,91.76,89.32,0
1141,2023 Term 1,0.75,24,4,1.67,10,7.92,43.29,10,20,70,61.52,52.83,1
1142,2024 Term 1,0.82,22,1,0.61,8.78,29.23,46.98,10,30,60,85.92,86.93,0
1143,2024 Term 3,0.74,23,0,0.0,8.52,23.23,49.16,10,30,60,81.45,80.51,0
1144,2024 Term 3,0.7,20,2,1.13,10,25.67,30.51,10,40,50,66.91,62.18,0
1145,2025 Term 3,0.83,23,3,1.74,0,21.97,31.72,10,40,50,45.95,45.85,0
1146,2024 Term 2,0.83,18,1,0.74,10,20,59.14,10,20,70,95.85,87.32,1
1147,2023 Term 3,0.83,18,2,0.92,12.93,23.74,32.84,20,30,50,74.49,60.98,1
1148,2025 Term 1,0.95,22,5,2.65,1.79,32.66,38.54,10,40,50,74.21,77.51,0
1149,2024 Term 2,0.5,18,3,1.29,10,10.39,51.32,10,20,70,70.66,76.59,1
1150,2023 Term 2,0.71,24,5,3.0,15,17.2,39.16,15,25,60,64.23,69.75,1
1151,2024 Term 3,0.77,22,2,1.2,1.66,24.06,52.21,10,30,60,85.47,79.98,0
1152,2025 Term 3,0.78,18,2,1.43,1.24,15.53,44.04,10,30,60,53.6,57.2,0
1153,2023 Term 2,0.67,21,5,2.26,6.07,14.91,36.4,10,30,60,58.52,56.36,1
1154,2025 Term 3,0.95,19,2,1.42,18.24,23.98,31.23,20,30,50,72.07,69.29,0
1155,2024 Term 1,0.7,20,5,2.05,7.86,17.62,38.66,20,30,50,68.98,64.11,1
1156,2025 Term 2,0.61,18,1,0.67,10,25.92,34.99,10,30,60,63.78,76.09,0
1157,2023 Term 3,0.67,24,0,0.0,4.39,14.62,49.54,10,20,70,72.39,61.94,1
1158,2025 Term 3,0.64,22,4,2.37,9.36,21.06,35.19,10,30,60,72.11,64.04,1
1159,2024 Term 2,0.89,19,1,0.72,8.06,19.03,54.87,15,25,60,75.03,82.53,0
1160,2024 Term 3,1.0,24,2,1.49,3.45,29.35,47.35,10,40,50,73.74,75.2,0
1161,2025 Term 3,0.89,18,4,3.0,15,9.98,35.47,15,25,60,60.92,55.79,0
1162,2025 Term 1,0.96,23,2,1.35,17.41,19.42,47.13,20,30,50,83.98,86.95,0
1163,2024 Term 2,0.71,21,4,3.0,0.56,23.95,39.6,10,30,60,57.51,60.23,1
1164,2024 Term 1,0.76,21,1,0.57,20,20.09,38.24,20,30,50,73.64,70.55,0
1165,2025 Term 3,0.7,23,1,0.52,15,17.37,51.4,15,25,60,88.09,84.27,0
1166,2023 Term 3,0.8,20,4,3.0,1.35,17.55,38.42,10,20,70,49.79,52.42,0
1167,2025 Term 1,0.76,21,5,3.0,6.99,14.47,24.77,20,30,50,38.65,52.01,1
1168,2024 Term 2,0.64,22,1,0.64,10,19.33,45.99,10,30,60,74.95,73.36,0
1169,2025 Term 2,0.7,23,1,0.74,6.81,24.21,31.22,10,40,50,60.78,67.74,0
1170,2024 Term 2,0.9,21,1,0.43,10,31.8,36.77,10,40,50,77.89,72.52,0
1171,2025 Term 1,0.83,24,5,3.0,11.29,25.62,33.74,20,30,50,71.23,70.91,0
1172,2023 Term 1,0.86,22,3,2.19,10,10.41,49.58,10,20,70,77.73,60.62,1
1173,2025 Term 1,0.73,22,1,0.52,10,33.55,33.3,10,40,50,71.51,71.56,0
1174,2023 Term 1,0.78,23,3,2.2,0.19,26.97,27.94,10,40,50,56.47,59.41,1
1175,2025 Term 3,0.68,19,2,1.16,6.22,26.43,48.88,10,30,60,87.65,72.97,1
1176,2024 Term 3,0.74,23,5,3.0,0.05,11.73,41.07,10,20,70,53.23,49.0,1
1177,2025 Term 3,0.82,22,4,2.21,10,21.48,44.0,10,30,60,69.88,79.38,0
1178,2023 Term 3,0.79,24,3,1.57,3.71,23.87,42.6,10,40,50,77.55,60.24,1
1179,2024 Term 2,0.67,18,3,1.85,8.31,13.08,41.0,10,20,70,64.94,59.65,1
1180,2025 Term 2,0.56,18,0,0.0,7.22,19.75,48.84,15,25,60,71.13,68.77,0
1181,2023 Term 1,0.91,23,1,0.74,15,16.83,54.73,15,25,60,79.34,83.23,0
1182,2023 Term 3,0.63,19,4,2.66,10.25,16.02,44.75,15,25,60,75.01,66.78,1
1183,2023 Term 1,0.56,18,2,1.09,10,30.16,39.35,10,40,50,72.55,77.04,0
1184,2023 Term 2,0.65,23,2,1.22,5.62,13.03,33.09,15,25,60,52.88,57.41,0
1185,2025 Term 3,0.61,18,5,2.57,14.63,11.75,37.62,15,25,60,65.97,68.83,1
1186,2025 Term 2,0.64,22,3,2.17,5.23,12.9,32.49,15,25,60,44.51,48.06,1
1187,2023 Term 2,0.7,23,4,3.0,0,22.3,36.01,10,40,50,53.71,58.56,1
1188,2024 Term 2,0.7,20,2,1.04,7.8,10.79,45.83,15,25,60,61.88,66.01,0
1189,2023 Term 1,0.92,24,2,1.47,10,34.26,40.25,10,40,50,84.21,84.55,0
1190,2025 Term 3,0.7,20,5,2.11,6.61,19.51,35.95,15,25,60,62.64,55.4,1
1191,2024 Term 3,0.67,24,0,0.0,20,20.28,35.3,20,30,50,76.13,68.24,0
1192,2025 Term 1,0.79,19,2,1.36,17.74,18.37,28.51,20,30,50,70.65,60.57,1
1193,2024 Term 2,0.68,19,1,0.44,10,20,50.23,10,20,70,72.63,77.95,0
1194,2025 Term 3,0.84,19,3,2.08,7.44,15.03,46.73,15,25,60,62.77,74.92,0
1195,2025 Term 3,0.91,23,5,2.07,10,29.09,27.05,10,40,50,73.06,67.13,0
1196,2023 Term 2,0.85,20,0,0.0,8.46,27.77,42.75,20,30,50,74.34,72.19,0
1197,2024 Term 2,0.7,20,3,2.01,7.58,16.62,24.25,20,30,50,50.42,46.67,1
1198,2024 Term 1,0.73,22,2,1.02,15.55,16.94,32.5,20,30,50,71.27,63.64,0
1199,2023 Term 1,0.84,19,5,2.1,0,26.85,29.07,10,40,50,57.46,55.4,0
1200,2025 Term 2,0.82,22,2,1.45,4.11,24.01,48.17,15,25,60,77.37,67.78,1
1201,2025 Term 2,0.72,18,5,3.0,5.69,30.9,24.39,10,40,50,67.31,55.11,1
1202,2024 Term 3,0.86,21,2,1.16,0.55,9.58,52.12,10,20,70,67.78,56.77,1
1203,2024 Term 3,0.77,22,4,1.76,4.14,15.95,53.77,10,20,70,74.38,70.27,1
1204,2025 Term 1,0.74,19,4,1.85,4.94,24.95,39.63,10,40,50,70.98,72.07,1
1205,2025 Term 1,0.64,22,4,2.71,8.67,12.29,44.15,10,30,60,66.3,62.9,1
1206,2025 Term 2,0.8,20,3,1.41,0.31,23.3,41.63,10,40,50,69.58,61.3,1
1207,2025 Term 2,0.78,23,0,0.0,10,29.17,49.49,10,30,60,80.66,81.01,0
1208,2023 Term 3,0.71,21,3,1.94,1.79,29.18,30.0,10,40,50,62.09,65.58,1
1209,2024 Term 2,0.67,21,0,0.0,15,17.43,38.36,15,25,60,67.5,66.7,0
1210,2025 Term 3,0.78,18,2,0.89,20,18.48,40.61,20,30,50,77.4,74.18,0
1211,2025 Term 1,0.71,21,4,1.94,6.26,15.62,37.88,10,30,60,66.55,63.2,1
1212,2023 Term 3,0.65,20,1,0.4,1.55,19.89,53.59,10,20,70,82.63,67.2,1
1213,2023 Term 3,0.61,23,3,2.27,15,17.21,36.35,15,25,60,67.35,71.68,1
1214,2025 Term 1,0.9,20,3,1.93,10.82,21.32,47.23,15,25,60,75.68,84.2,0
1215,2024 Term 3,0.78,18,3,2.05,8.1,20,40.15,10,20,70,71.93,66.67,1
1216,2024 Term 2,0.81,21,4,3.0,2.35,14.69,47.96,10,20,70,67.7,65.95,0
1217,2025 Term 3,0.75,24,4,1.68,14.38,13.88,33.72,20,30,50,68.48,61.16,1
1218,2024 Term 3,0.81,21,2,0.93,15,21.84,45.94,15,25,60,75.76,80.35,0
1219,2023 Term 3,0.91,22,5,3.0,13.22,14.97,26.03,20,30,50,58.76,48.25,1
1220,2024 Term 2,0.6,20,0,0.0,5.74,19.53,37.52,15,25,60,61.94,65.72,0
1221,2024 Term 2,0.75,24,3,1.42,15,15.4,34.76,15,25,60,59.48,70.1,1
1222,2023 Term 3,0.75,24,3,1.49,10,23.36,36.42,10,40,50,75.25,60.65,1
1223,2024 Term 2,0.75,24,0,0.0,7.37,30.67,46.82,10,40,50,91.62,78.6,1
1224,2025 Term 1,0.86,21,4,2.99,3.21,17.33,43.97,10,20,70,61.56,62.99,0
1225,2023 Term 1,0.67,18,3,1.93,10.45,16.37,25.49,20,30,50,54.78,48.57,1
1226,2024 Term 1,0.61,23,1,0.61,4.04,14.22,33.3,10,30,60,44.65,48.14,0
1227,2025 Term 3,0.56,18,2,0.98,9.41,13.55,35.6,20,30,50,51.47,58.07,0
1228,2024 Term 1,0.77,22,5,3.0,10,7.44,46.99,10,20,70,70.83,63.49,1
1229,2023 Term 3,0.67,18,2,1.04,9.21,19.9,44.9,10,20,70,72.84,78.46,0
1230,2024 Term 3,0.95,20,2,1.42,5.86,37.5,33.85,10,40,50,82.21,70.06,1
1231,2023 Term 2,0.76,21,3,1.41,0.81,28.87,34.14,10,40,50,65.64,55.52,1
1232,2025 Term 2,0.91,23,0,0.0,15,24.46,40.72,15,25,60,80.14,80.63,0
1233,2023 Term 1,0.56,18,2,0.92,19.91,21.2,33.88,20,30,50,82.03,72.84,1
1234,2025 Term 1,0.71,21,4,1.96,10,31.05,32.93,10,40,50,75.06,78.94,1
1235,2024 Term 3,0.65,20,3,1.27,4.66,18.58,44.83,10,20,70,73.53,70.24,1
1236,2024 Term 2,0.91,23,4,1.66,9.97,26.78,35.02,10,40,50,65.48,72.79,0
1237,2025 Term 2,0.56,18,5,2.38,1.08,15.06,43.6,10,20,70,59.57,50.75,1
1238,2025 Term 3,0.78,23,4,3.0,10,18.59,28.81,10,40,50,54.8,58.94,1
1239,2025 Term 1,0.72,18,3,2.33,4.13,17.35,46.62,15,25,60,60.69,60.37,1
1240,2023 Term 1,0.81,21,1,0.68,0,24.63,52.82,10,30,60,82.58,69.01,1
1241,2023 Term 3,0.83,24,0,0.0,15,16.06,53.42,15,25,60,83.3,87.46,0
1242,2025 Term 1,0.8,20,4,1.82,10,22.27,38.98,10,30,60,65.18,63.51,0
1243,2025 Term 1,0.63,19,4,1.86,10,12.95,31.56,10,30,60,60.07,54.31,1
1244,2023 Term 3,0.83,18,0,0.0,10,17.29,52.04,10,20,70,82.43,82.01,0
1245,2025 Term 2,0.91,23,1,0.66,11.06,16.1,41.54,15,25,60,71.77,68.24,0
1246,2025 Term 2,0.91,22,2,1.14,7.26,13.8,46.5,15,25,60,61.09,63.35,0
1247,2025 Term 3,0.82,22,5,3.0,5.77,13.96,25.99,20,30,50,51.22,50.3,0
1248,2025 Term 2,0.95,19,0,0.0,12.05,21.57,43.85,20,30,50,83.71,74.72,1
1249,2023 Term 2,0.83,23,1,0.46,7.52,10.14,61.43,10,20,70,82.63,78.57,0
1250,2024 Term 3,0.86,21,1,0.71,11.09,19.49,37.05,20,30,50,62.83,71.89,0
